,remote_hostname,company,company_website,result
3000,bcube.co.uk,BCube,https://bcube.co.uk/,first-party host
3001,darnet.pl,,,
3002,veloxzone.com.br,Veloxzone,https://www.veloxzone.com.br/,static server
3003,singnet.com.sg,Singtel,https://www.singtel.com/,first-party host
3004,arkada-x.com,Arkada-X,arkada-x.com,marketing
3005,coditel.net,Coditel,https://www.coditel.net/,First-party host
3006,hawaiiantel.net,Hawaiian Telcom,https://www.hawaiiantel.com/,Static Server
3007,townisp.com,,,
3008,goip.de,GoIP Global Inc.,https://www.goip.global/,CDN
3009,networx-bg.com,Networx-BG,https://www.networx-bg.com/,first-party host
3010,vertesnet.hu,VertesNet Kft.,https://vertesnet.hu/,first-party host
3011,openaq.org,OpenAQ,https://openaq.org,analytics
3012,weatherbug.com,GroundTruth,https://www.groundtruth.com/,weather information and forecast
3013,apl-alexa.com,Amazon,https://www.amazon.com/,DNS
3014,mmechocaptiveportal.com,Cisco Meraki,https://meraki.cisco.com/,first-party host
3015,asianet.co.th,"Asianet Services Co., Ltd.",https://www.asianet.co.th/,static server
3016,speedy.com.ar,Speedy,https://www.speedy.com.ar/,static server
3017,au-net.ne.jp,,,
3018,vodafone.de,Vodafone Group Plc,https://www.vodafone.com/,first-party host
3019,pacificonet.cl,PacificoNet,https://www.pacificonet.cl/,first-party host
3020,nwsvr1.com,Unknown,,static server
3021,myseedbox.site,Unknown,,First-party host
3022,elisa-mobile.fi,Elisa Corporation,https://corporate.elisa.fi/,first-party host
3023,inetia.pl,Inetia Sp. z o.o.,https://inetia.pl/,first-party host
3024,as9105.com,International Aerospace Quality Group (IAQG),https://www.sae.org/iaqg,static server
3025,mm.pl,,,
3026,prod-infinitum.com.mx,Teléfonos de México (Telmex),https://www.telmex.com/,CDN
3027,gvt.net.br,,,
3028,fido.ca,Fido,https://www.fido.ca/,first-party host
3029,euskaltel.es,Euskaltel,https://www.euskaltel.com/,first-party host
3030,freenet.com.ua,Freenet Ukraine,https://freenet.ua/,static server
3031,elisa-laajakaista.fi,Elisa Oyj,https://www.elisa.fi/,static server
3032,espeed.com.bn,Telekom Brunei Berhad,https://www.telbru.com.bn/,CDN
3033,orange.pl,Orange Polska,https://www.orange.pl/,first-party host
3034,vf.net.nz,Vodafone New Zealand,https://www.vodafone.co.nz/,CDN
3035,uk.net,,,
3036,skyware.pl,Skyware,https://skyware.pl/,static server
3037,vsenet.de,VSE NET GmbH,https://www.vsenet.de/,first-party host
3038,harvard.edu,Harvard University,https://www.harvard.edu/,first-party host
3039,myaisfibre.com,Advanced Info Service Public Company Limited,https://www.ais.co.th,first-party host
3040,windx.com.br,WindX,https://windx.com.br/,first-party host
3041,randomads.us,,,advertising
3042,radioburgerfuel.com,BurgerFuel,https://burgerfuel.com/,first-party host
3043,totalplay.net,Totalplay,https://totalplay.com.mx/,first-party host
3044,rt.ru,Rostelecom,https://www.rt.ru/,first-party host
3045,dion.ne.jp,NTT Communications Corporation,https://www.ntt.com/en/index.html,first-party host
3046,ertelecom.ru,ER-Telecom Holding,https://ertelecom.ru/,first-party host
3047,ziggozakelijk.nl,Ziggo,https://www.ziggo.nl/zakelijk/,first-party host
3048,kosnet.ru,KosNet,https://kosnet.ru/,first-party host
3049,vsi.ru,VSI Group,https://www.vsi.tv/,static server
3050,numericable.fr,Altice France,https://www.alticefrance.com/,static server
3051,seedbox.io,Seedbox.io,https://www.seedbox.io/,CDN
3052,linkpc.net,Unknown,,DNS
