,remote_hostname,company,company_website,result
3200,brightspotcdn.com,Brightspot,https://www.brightspot.com/,CDN
3201,symbiant.io,Symbiant,https://symbiant.io/,marketing
3202,wfu.edu,Wake Forest University,https://www.wfu.edu/,first-party host
3203,jobcase.com,,,
3204,mainframe2.com,Mainframe2,https://www.mainframe2.com/,static server
3205,myfoscam.com,FOSCAM,http://www.foscam.com/,first-party host
3206,p85.live,Unknown,,CDN
3207,tinkercad.com,Autodesk,https://www.autodesk.com/,static server
3208,anker-in.com,Anker Innovations Limited,https://www.anker.com/,marketing
3209,eufylife.com,Eufy,https://www.eufylife.com/,first-party host
3210,evergreen.space,Evergreen Space Museum,https://www.evergreenmuseum.org/,static server
3211,pushover.net,Pushover,https://pushover.net/,CDN
3212,cprapid.com,CPRapid,cprapid.com,marketing
3213,channeladvisor.com,ChannelAdvisor,https://www.channeladvisor.com/,marketing
3214,rainmachine.com,,,
3215,fedoraproject.org,Fedora Project,https://getfedora.org/,static server
3216,phuket.com,Phuket.com,https://www.phuket.com/,first-party host
3217,multidoge.org,MultiDoge,https://multidoge.org/,first-party host
3218,abuse.ch,abuse.ch,https://www.abuse.ch/,security research
3219,nouvelobs.com,L'Obs,https://www.nouvelobs.com/,news media
3220,ibroadlink.com,BroadLink,https://www.ibroadlink.com/,marketing
3221,broadlink.com.cn,BroadLink,http://www.ibroadlink.com/,marketing
3222,lswf.net,Unknown,,CDN
3223,tplinknbu.com,TP-Link,https://www.tp-link.com/,first-party host
3224,adroll.com,AdRoll,https://www.adroll.com/,advertising
3225,gandi.net,Gandi,https://www.gandi.net/,DNS
3226,telegraph.co.uk,Telegraph Media Group,https://www.telegraph.co.uk/,news website
3227,wemo2.com,"Belkin International, Inc.",https://www.belkin.com/,first-party host
3228,admarvel.com,AdMarvel,https://www.admarvel.com/,advertising
3229,tfgco.com,TFG Co.,,First-party host
3230,nanit.com,Nanit,nanit.com,marketing
3231,hotbl.xyz,Unknown,Unknown,Advertising
3232,zype.com,Zype,https://www.zype.com/,CDN
3233,naleapprength.xyz,,,advertising
3234,vbspbx.com,unknown,,marketing
3235,ozarksgo.net,OzarksGo,https://www.ozarksgo.net/,static server
3236,easy4ipcloud.com,Hikvision,https://www.hikvision.com/,CDN
3237,alienvault.cloud,AlienVault,https://www.alienvault.com/,CDN
3238,baobei.co.uk,Baobei Ltd,baobei.co.uk,marketing
3239,orbwebsys.com,Orb Web System,https://www.orbwebsys.com/,static server
3240,hubble.in,Lenskart,https://www.lenskart.com/,marketing
3241,tum.de,Technical University of Munich,https://www.tum.de/en/,first-party host
3242,glesys.net,GleSYS,https://glesys.com/,static server
3243,airbnb.cn,Airbnb,https://www.airbnb.com/,first-party host
3244,airbnb.pl,Airbnb,https://www.airbnb.com/,first-party host
3245,air.tl,Airline Ticketing Limited,https://www.air.tl/,first-party host
3246,yieldmo.com,Yieldmo,https://yieldmo.com/,advertising
3247,stanza.co,Stanza,https://www.stanza.co/,marketing
3248,yottaa.net,Yottaa,https://yottaa.com/,CDN
3249,samsungrs.com,Samsung,www.samsung.com,first-party host
3250,adtdp.com,ADT Digital Platforms,https://www.adtdigital.com/,advertising
3251,ultradns.net,Neustar,https://www.home.neustar/,DNS
3252,airtiescloud.com,AirTies,https://www.airties.com/,CDN
3253,pythonhosted.org,Python Software Foundation,https://www.python.org/,static server
3254,gitlab.com,GitLab,https://about.gitlab.com/,static server
3255,piwheels.org,Piwheels,https://www.piwheels.org/,static server
3256,dsmynas.org,DSM,https://www.dsm.com/,static server
3257,swisscom.ch,Swisscom,https://www.swisscom.ch/,first-party host
3258,paulmharwood.info,N/A,N/A,first-party host
3259,wiktel.com,Wiktel,https://www.wiktel.com/,DNS
3260,virtual1.co.uk,Virtual1,https://www.virtual1.com/,static server
3261,mtproto.world,Telegram,https://telegram.org/,first-party host
3262,inversepath.com,Inverse Path Ltd.,https://inversepath.com/,static server
3263,ip-37-187-0.eu,OVH SAS,https://www.ovh.com/,static server
3264,mdl.net,MDL Information Systems,https://www.mdl.com/,first-party host
3265,arduino.cc,Arduino,https://www.arduino.cc/,first-party host
3266,microvolts.com,,,
3267,ifit.com,iFit,https://www.ifit.com/,marketing
3268,tumblr.com,Automattic,https://automattic.com/,first-party host
3269,exprsdns.net,ExpressVPN,https://www.expressvpn.com/,DNS
3270,mcusercontent.com,Mailchimp,https://mailchimp.com/,CDN
3271,elnics.com,ELNICS,https://www.elnics.com/,static server
3272,trendmd.com,TrendMD Inc.,https://www.trendmd.com/,marketing
3273,px-cloud.net,PerimeterX,https://www.perimeterx.com/,CDN
3274,izeni.net,Izeni,https://www.izeni.net/,first-party host
3275,solaredge.com,SolarEdge Technologies,https://www.solaredge.com/,first-party host
3276,locuslabs.com,,,
3277,fmtcs.com,FMTCS,https://www.fmtcs.com/,marketing
3278,msocsp.com,Microsoft,https://www.microsoft.com/,tracking
3279,tula.net,TULA,https://www.tula.com,marketing
3280,slt.lk,Sri Lanka Telecom,https://www.slt.lk/,first-party host
3281,getinternet.no,Getinternet AS,https://getinternet.no/,first-party host
3282,swio.jp,SmartNews Inc.,https://www.smartnews.com/,CDN
3283,beanfield.net,,,
3284,openstreetmap.org,OpenStreetMap Foundation,https://www.osmfoundation.org/,first-party host
3285,via.net,"Neustar, Inc.",https://www.home.neustar/,CDN
3286,amcrestddns.com,Amcrest,https://amcrest.com/,DNS
3287,nochost.ru,Nochost.ru,https://nochost.ru/,DNS
3288,reolink.com,Reolink,https://reolink.com/,marketing
3289,mywire.org,,,
3290,instantink.com,HP Inc.,https://www.hp.com/,marketing
3291,kddi.ne.jp,KDDI Corporation,https://www.kddi.com/,first-party host
3292,cablelynx.com,Cablelynx,https://www.sparklight.com/,first-party host
3293,pinterest.de,Pinterest,https://www.pinterest.com/,marketing
3294,ispworkshop.com,,,
3295,dyson.com,Dyson,https://www.dyson.com/,first-party host
3296,trackedweb.net,TrackedWeb,https://www.trackedweb.net/,tracking
3297,naz.com,Naz,https://www.naz.com/,first-party host
3298,unifi-ai.com,Ubiquiti Networks,https://www.ui.com/,marketing
3299,launchpad.net,Canonical Ltd,https://canonical.com/,first-party host
3300,wpengine.com,WP Engine,https://wpengine.com/,static server
3301,birdytone.com.cn,Birdytone,http://www.birdytone.com.cn/,static server
3302,bttn.io,bt.tn,https://bt.tn/,marketing
3303,mfeed.ad.jp,"MicroAd, Inc.",https://www.microad.co.jp/,advertising
3304,wci.com,WCI,https://www.wci.com/,static server
3305,moovitapp.com,,,
3306,maintainbrain.us,MaintainBrain Inc.,https://maintainbrain.com/,marketing
3307,glassboxdigital.io,Glassbox Digital,https://glassboxdigital.com/,analytics
3308,telpol.net.pl,Telpol,http://www.telpol.net.pl/,first-party host
3309,raketa-net.ru,Raketa,https://www.raketa.com/,static server
3310,telephoneangel.com,,,
3311,apolloprogram.io,Apollo Program,https://apolloprogram.io/,static server
3312,vigothaiclub.info,,,
3313,filenext.com,FileNext,https://filenext.com/,CDN
3314,6play.fr,M6 Web,https://www.m6web.fr/,marketing
3315,mtprotoline.top,,,
