,remote_hostname,company,company_website,result
1000,espn.com,ESPN,https://www.espn.com/,marketing
1001,shoofle.tv,Shoofle,https://shoofle.tv/,video streaming
1002,auditude.com,Adobe Inc.,https://www.adobe.com/,advertising
1003,starz.com,Starz,www.starz.com,static server
1004,aboutamazon.com,Amazon,https://www.amazon.com/,marketing
1005,winkapp.com,Wink,https://www.wink.com/,first-party host
1006,drugfree.org,Partnership to End Addiction,https://drugfree.org/,first-party host
1007,7tv.de,ProSiebenSat.1 Media SE,https://www.prosiebensat1.com/,first-party host
1008,symantec.com,Symantec Corporation,https://www.symantec.com/,static server
1009,norton.com,Norton,https://us.norton.com/,security software
1010,cloudflare-dns.com,Cloudflare,https://www.cloudflare.com/,DNS
1011,symantecliveupdate.com,Symantec,https://www.symantec.com/,CDN
1012,keepa.com,Keepa,https://keepa.com/,analytics
1013,rbxcdn.com,Roblox Corporation,https://www.roblox.com/,CDN
1014,roblox.com,Roblox Corporation,https://www.roblox.com,first-party host
1015,bing.net,Microsoft Corporation,https://www.microsoft.com/,CDN
1016,glpals.com,GLPALS,glpals.com,marketing
1017,tripadvisor.com,TripAdvisor,https://www.tripadvisor.com/,marketing
1018,coucou-networks.fr,Coucou Networks,https://coucou-networks.fr/,first-party host
1019,bbc.co.uk,BBC,https://www.bbc.com/,first-party host
1020,googlehosted.com,Google,https://www.google.com/,CDN
1021,althub.co.za,Althea Group,https://althea.life/,first-party host
1022,aylanetworks.com,Ayla Networks,https://www.aylanetworks.com/,first-party host
1023,fastnzb.com,Unknown,,CDN
1024,lbdns-streamguys.com,StreamGuys,https://www.streamguys.com/,DNS
1025,hinet.net,"Chunghwa Telecom Co., Ltd",https://www.cht.com.tw/en/home,DNS
1026,7-eleven.com,7-Eleven,https://www.7-eleven.com/,marketing
1027,nflximg.com,Netflix,https://www.netflix.com/,CDN
1028,oui-0x00199d.com,OUI,https://www.oui.sncf/,DNS
1029,wd2go.com,Western Digital,https://www.westerndigital.com/,CDN
1030,arloxcld.com,"Arlo Technologies, Inc.",https://www.arlo.com/,CDN
1031,ntp.se,Internetstiftelsen i Sverige,https://internetstiftelsen.se/,DNS
1032,ancestry.com,Ancestry.com LLC,https://www.ancestry.com/,first-party host
1033,braze.com,Braze,https://www.braze.com/,marketing
1034,adsmoloco.com,Adsmoloco,https://adsmoloco.com/,advertising
1035,svt.se,,,
1036,svtstatic.se,Sveriges Television AB,https://www.svt.se/,static server
1037,oculus.com,Facebook,https://www.facebook.com/,first-party host
1038,macrium.com,Macrium Software,https://www.macrium.com/,static server
1039,ed.ac.uk,The University of Edinburgh,https://www.ed.ac.uk/,first-party host
1040,synology.me,Synology,https://www.synology.com/,first-party host
1041,kimsufi.com,,,
1042,quickconnect.to,Synology,https://www.synology.com/,first-party host
1043,hosteurope.de,Host Europe GmbH,https://www.hosteurope.de/,static server
1044,ltsapis.goog,,,
1045,akacdn.co,Akamai Technologies,https://www.akamai.com/,CDN
1046,neatocloud.com,Neato Robotics,https://www.neatorobotics.com/,CDN
1047,synocommunity.com,Synology Inc.,https://www.synology.com/,first-party host
1048,dtvce.com,DynAdmic,https://www.dynadmic.com/,advertising
1049,rollout.io,Rollout.io,https://rollout.io/,marketing
1050,vodafonedsl.it,Vodafone Italia S.p.A.,https://www.vodafone.it/,static server
1051,jetbrains.com,JetBrains,https://www.jetbrains.com/,first-party host
1052,pndsn.com,PubNub,https://www.pubnub.com/,CDN
1053,steamcommunity.com,Valve Corporation,https://www.valvesoftware.com,first-party host
1054,anydesk.com,AnyDesk Software GmbH,https://anydesk.com/,static server
1055,ddns.net,,,DNS
1056,contabo.net,Contabo GmbH,https://contabo.com/,static server
