,remote_hostname,company,company_website,result
2400,bugherd.com,BugHerd,https://bugherd.com/,analytics
2401,ivaws.com,iVAS,http://www.ivas.com/,CDN
2402,basicattentiontoken.org,Basic Attention Token,https://basicattentiontoken.org/,first-party host
2403,voip.ms,,,
2404,isnssdk.com,ByteDance,https://www.bytedance.com/en/,CDN
2405,daily-choices.com,,,
2406,ustc.edu.cn,University of Science and Technology of China,https://www.ustc.edu.cn/,first-party host
2407,amap.com,AutoNavi Software Co. Ltd,http://www.autonavi.com/en/,first-party host
2408,alikunlun.com,Alikunlun,alikunlun.com,static server
2409,error.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
2410,fsapi.com,F-Secure,https://www.f-secure.com/,static server
2411,f-secure.com,F-Secure,https://www.f-secure.com/,static server
2412,vonage.com,Vonage,https://www.vonage.com/,first-party host
2413,xdsl.is,Vodafone Iceland,https://www.vodafone.is/,first-party host
2414,xplornet.com,Xplornet Communications Inc.,https://www.xplornet.com/,first-party host
2415,beachfrontmedia.com,Beachfront Media,https://beachfront.com/,advertising
2416,associates-amazon.com,Amazon,https://www.amazon.com/,tracking
2417,schoology.com,Schoology,https://www.schoology.com/,first-party host
2418,uber.com,"Uber Technologies, Inc.",https://www.uber.com/,first-party host
2419,latchaccess.com,Latch,https://www.latch.com/,first-party host
2420,raumfeld.com,Raumfeld,https://www.raumfeld.com/,CDN
2421,unrulymedia.com,Unruly Media,https://unruly.co/,advertising
2422,teads.tv,Teads,https://www.teads.com/,advertising
2423,telia.com,Telia Company AB,https://www.teliacompany.com/,first-party host
2424,dnsnode.net,DNSnode,https://dnsnode.net/,DNS
2425,myiphost.com,MyIPHost,https://myiphost.com/,DNS
2426,afraid.org,FreeDNS,https://freedns.afraid.org/,DNS
2427,aviationweather.gov,,,
2428,fastwebnet.it,Fastweb S.p.A.,https://www.fastweb.it/,static server
2429,vodafone.pt,Vodafone Portugal,https://www.vodafone.pt/,first-party host
2430,comunitel.net,Comunitel Global S.A.U.,https://www.comunitelglobal.com/,CDN
2431,tpnet.pl,TP S.A.,https://www.tp.pl/,first-party host
