,remote_hostname,company,company_website,result
3200,brightspotcdn.com,Brightspot,https://www.brightspot.com/,CDN
3201,symbiant.io,Symbiant Technologies,https://symbiant.io/,CDN
3202,wfu.edu,Wake Forest University,https://www.wfu.edu/,first-party host
3203,jobcase.com,Jobcase,https://www.jobcase.com/,job seeking platform
3204,mainframe2.com,Mainframe2,https://www.mainframe2.com/,marketing
3205,myfoscam.com,Foscam,http://www.foscam.com/,first-party host
3206,p85.live,,,CDN
3207,tinkercad.com,Autodesk,https://www.autodesk.com/,static server
3208,anker-in.com,Anker Innovations Limited,https://www.anker.com/,first-party host
3209,eufylife.com,Eufy,https://www.eufylife.com/,first-party host
3210,evergreen.space,Evergreen Space Museum,https://www.evergreenmuseum.org/,static server
3211,pushover.net,"Superblock, LLC",https://superblock.net/,CDN
3212,cprapid.com,CPR Rapid,https://cprapid.com,marketing
3213,channeladvisor.com,ChannelAdvisor,https://www.channeladvisor.com/,marketing
3214,rainmachine.com,RainMachine,https://www.rainmachine.com/,first-party host
3215,fedoraproject.org,"Red Hat, Inc.",https://www.redhat.com/,first-party host
3216,phuket.com,Phuket.com,https://www.phuket.com/,first-party host
3217,multidoge.org,MultiDoge,https://multidoge.org/,static server
3218,abuse.ch,abuse.ch,https://abuse.ch,first-party host
3219,nouvelobs.com,Le Nouvel Observateur,https://www.nouvelobs.com/,media/news website
3220,ibroadlink.com,BroadLink,https://www.ibroadlink.com/,first-party host
3221,broadlink.com.cn,BroadLink,http://www.ibroadlink.com/,CDN
3222,lswf.net,Unknown,,static server
3223,tplinknbu.com,TP-Link,https://www.tp-link.com/,first-party host
3224,adroll.com,AdRoll,https://www.adroll.com/,advertising
3225,gandi.net,Gandi,https://www.gandi.net/,DNS
3226,telegraph.co.uk,The Telegraph,https://www.telegraph.co.uk/,first-party host
3227,wemo2.com,"Belkin International, Inc.",http://www.belkin.com/,first-party host
3228,admarvel.com,AdMarvel,http://www.admarvel.com/,advertising
3229,tfgco.com,TFG Co.,,first-party host
3230,nanit.com,Nanit,https://www.nanit.com/,marketing
3231,hotbl.xyz,Unknown,,DNS
3232,zype.com,Zype,https://www.zype.com/,CDN
3233,naleapprength.xyz,,,advertising
3234,vbspbx.com,VBSPBX,,first-party host
3235,ozarksgo.net,OzarksGo,https://www.ozarksgo.net/,Internet Service Provider (ISP)
