,remote_hostname,company,company_website,result
2000,as43234.net,Unknown,,DNS
2001,cmds-tachyon.com,CMD Solutions Limited,https://cmdsolutions.com/,CDN
2002,usabilla.com,Usabilla,https://www.usabilla.com/,first-party host
2003,truste-svc.net,TrustArc,https://www.trustarc.com/,tracking
2004,lametric.com,LaMetric,https://lametric.com/,marketing
2005,cquotient.com,CQuotient,https://cquotient.com/,marketing
2006,rakuten.com,Rakuten,https://www.rakuten.com/,e-commerce
2007,oath.cloud,Oath Inc.,https://www.oath.com/,CDN
2008,media6degrees.com,Media6Degrees,https://www.media6degrees.com/,marketing
2009,inside-graph.com,InsideGraph,https://www.inside-graph.com/,analytics
2010,bitwarden.com,Bitwarden,https://bitwarden.com/,first-party host
2011,sweettooth.io,Sweet Tooth,https://www.sweettoothrewards.com/,marketing
2012,auvik.com,Auvik Networks,https://www.auvik.com/,first-party host
2013,leaseweb.com,LeaseWeb,https://www.leaseweb.com/,static server
2014,wo-cloud.com,WOCloud,https://wo-cloud.com/,CDN
2015,youborafds01.com,unknown,,unknown domain purpose
2016,ntp.org.cn,Chinese NTP Consortium,http://www.ntp.org.cn/,DNS
2017,tableau.com,Tableau,https://www.tableau.com/,analytics
2018,telefonica.net,Telefónica,https://www.telefonica.com,first-party host
2019,abtasty.com,AB Tasty,https://www.abtasty.com/,marketing
2020,videoplaza.tv,Videoplaza,https://www.videoplaza.com/,advertising
2021,media-lab.ai,Media Lab AI,https://media-lab.ai/,first-party host
2022,emisiondof6.com,,,tracking
2023,telefonica.com,Telefónica,https://www.telefonica.com/,first-party host
2024,dof6.com,Unknown,,DNS
2025,lifx.com,LIFX,https://www.lifx.com/,first-party host
2026,lifx.co,LIFX,https://www.lifx.com/,marketing
2027,114dns.com,114DNS,https://www.114dns.com/,DNS
2028,snssdk.com,ByteDance,https://www.bytedance.com,CDN
2029,pstatp.com,ByteDance,https://www.bytedance.com/,CDN
2030,cloudlinks.cn,"CloudLinks Technology Co., Ltd.",https://www.cloudlinks.cn/,DNS
2031,alidns.com,Alibaba Cloud Computing Ltd.,https://www.alibabacloud.com/,DNS
2032,jivox.com,Jivox,https://www.jivox.com/,marketing
2033,worxlandroid.com,WORX,https://www.worx.com/,marketing
2034,m.me,Facebook,https://www.facebook.com/,first-party host
2035,messenger.com,Facebook,https://www.facebook.com/,Messaging platform
2036,youtu.be,Google,https://www.google.com/,CDN
2037,fb.gg,Facebook,https://www.facebook.com/,first-party host
2038,withings.net,Withings,https://www.withings.com,marketing
