,remote_hostname,company,company_website,result
2800,adj.st,Adjust,https://www.adjust.com/,marketing
2801,liftoff.io,Liftoff,https://liftoff.io/,marketing
2802,immobilienscout24.de,ImmobilienScout24,https://www.immobilienscout24.de/,Real Estate Marketplace
2803,ntt.net,NTT Communications,https://www.ntt.com/en/,CDN
2804,gravityrd-services.com,GravityRD,https://www.gravityrd.com/,CDN
2805,upm.es,Universidad Politécnica de Madrid,https://www.upm.es/,first-party host
2806,worldation.com,Worldation,https://www.worldation.com/,travel website
2807,nike.com,Nike,https://www.nike.com/,marketing
2808,6sc.co,6sc,https://www.6sc.co/,static server
2809,bloomberg.com,Bloomberg L.P.,https://www.bloomberg.com/,{'purpose': 'analytics'}
2810,us.to,DNS,https://en.wikipedia.org/wiki/Domain_Name_System,"The provided URL 'us.to' is a DNS (Domain Name System). It is used to resolve domain names to IP addresses, allowing users to access websites by their human-readable names instead of their numerical IP addresses."
2811,cloudflareclient.com,Cloudflare,https://www.cloudflare.com/,CDN
2812,zaonce.net,Zaonce,https://www.zaonce.net/,It is not possible to determine the purpose of the URL without further information.
2813,mitene.us,Mitene,https://mitene.us/,first-party host
2814,intentiq.com,Intentiq,https://intentiq.com/,marketing
2815,abc7news.com,ABC7 News,https://abc7news.com/,{'purpose': 'first-party host'}
2816,amazon.dev,Amazon,https://www.amazon.com/,first-party host
2817,spotifycdn.com,Spotify,https://www.spotify.com/,CDN
2818,newsy.com,Newsy,https://www.newsy.com/,news and media
2819,aws.dev,Amazon Web Services,https://aws.amazon.com/,CDN
2820,ubembed.com,UbEmbed,https://ubembed.com/,CDN
2821,privacy-mgmt.com,OneTrust,https://www.onetrust.com/,privacy management
2822,infojobs.com,Infojobs,https://www.infojobs.com/,job board platform
2823,divx.com,"DivX, LLC",https://www.divx.com/,marketing
2824,vonage.net,Vonage,https://www.vonage.com/,DNS
2825,sharethru.com,Sharethrough,https://www.sharethrough.com/,Advertising
2826,acexedge.com,Acexedge,https://www.acexedge.com/,CDN
2827,kazfv.com,N/A,N/A,Unable to determine the purpose of the provided URL
2828,ecorebates.com,Ecorebates,https://www.ecorebates.com/,marketing
2829,science-a2z.com,Science A2Z,https://www.science-a2z.com/,static server
2830,jampp.com,Jampp,https://jampp.com/,marketing
2831,dailymirror.lk,Daily Mirror,www.dailymirror.lk,"{'purpose': 'first-party host', 'description': 'This URL belongs to Daily Mirror which is the first-party host. It means that this URL hosts the content of the Daily Mirror website and is not used for any tracking, marketing, advertising, analytics, CDN or static server purposes.'}"
2832,unity-media.net,Unity Media,https://www.unitymedia.de/,DNS
2833,awsapps.com,Amazon Web Services,https://aws.amazon.com/,CDN
2834,joyn.de,Joyn,https://www.joyn.de/,video streaming service
2835,netvision.net.il,NetVision,https://www.netvision.net.il,{'purpose': 'DNS'}
2836,162.in-addr.arpa,DNS,https://www.iana.org/domains/root/db,"This URL is for DNS (Domain Name System) which is used to map IP addresses to domain names and vice versa. In this specific case, the URL 162.in-addr.arpa is a special domain name used in reverse DNS lookups to map a given IP address (in this case, an IP address that starts with 162) to the corresponding domain name, if one exists."
2837,149.in-addr.arpa,DNS,https://www.iana.org/domains/root/db/arpa.html,This URL is a special domain name in the in-addr.arpa domain. It is used for reverse DNS lookups for IP addresses within the 149.0.0.0/8 address block. Reverse DNS lookups are used to map an IP address to a domain name.
2838,steamcontent.com,CDN,https://www.steamcontent.com/,"The provided URL is a content delivery network (CDN) used to deliver digital content, such as images, videos, and software updates, to a large number of users through various servers around the world."
2839,acrobat.com,Adobe Systems,https://www.adobe.com/,file hosting and collaboration platform
2840,ad-delivery.net,AdDelivery,https://www.addelivery.com/,advertising
2841,emogi.com,Emogi,https://www.emogi.com/,marketing
2842,si.com,Sports Illustrated,https://www.si.com/,sports news and media website
2843,adtechus.com,AdTechUS,https://adtechus.com/,advertising
2844,meetu.ps,Meetup,https://www.meetup.com/,event management and social networking platform
2845,echostarcdn.com,EchoStar Corporation,https://www.echostar.com/,CDN
2846,sailinglabapps.com,Sailing Lab Apps,https://sailinglabapps.com/,first-party host
2847,nielsendigital.net,Nielsen Digital,https://www.nielsen.com/us/en/,analytics
2848,pointmediatracker.com,PointMediaTracker,https://pointmediatracker.com/,tracking
2849,lifesizecloud.com,Lifesize,https://www.lifesize.com/,marketing
2850,dotomi.com,Dotomi,https://www.dotomi.com/,marketing
2851,ieee.org,IEEE,https://www.ieee.org/,first-party host
2852,tinyco.com,TinyCo,http://tinyco.com/,marketing
2853,tryinvision.com,"InVisionApp, Inc.",https://www.invisionapp.com/,marketing
2854,whio.com,Cox Media Group,https://www.coxmediagroup.com/,first-party host
2855,activemetering.com,ActiveMetering,https://activemetering.com/,tracking
2856,cardgamespidersolitaire.com,Unknown,,First-party Host
2857,nbcuni.com,NBCUniversal,https://www.nbcuniversal.com/,first-party host
2858,xcal.tv,Unknown,,Cannot determine the purpose of the URL
2859,peacocktv.com,Peacock TV,https://www.peacocktv.com/,static server
2860,auspost.com.au,Australia Post,https://auspost.com.au/,DNS
2861,celtra-test.com,Celtra Inc.,https://www.celtra.com/,marketing
2862,airtv.net,AirTV,https://www.airtv.net/,CDN
2863,ardmediathek.de,ARD,https://www.ard.de/,first-party host
2864,lci.fr,LCI,https://www.lci.fr/,"{'purpose': 'news', 'description': 'LCI is a French news channel that provides live news updates and analysis of current events in France and around the world. The purpose of lci.fr is to provide news content to its audience.', 'category': 'first-party host'}"
2865,minecraft.net,Mojang Studios,https://www.mojang.com/,first-party host
