,remote_hostname,company,company_website,result
3400,vidora.com,Vidora,https://www.vidora.com/,marketing
3401,htlbid.com,HTLBid,https://htlbid.com/,advertising
3402,doctissimo.fr,Doctissimo,https://www.doctissimo.fr/,first-party host
3403,bintray.com,JFrog,https://jfrog.com/,CDN
3404,eedomus.com,eedomus,https://www.eedomus.com/,first-party host
3405,gigaset.net,Gigaset,https://www.gigaset.com/,DNS
3406,estpak.ee,Estpak,https://www.estpak.ee/,static server
3407,starman.ee,Starman AS,https://www.starman.ee/,Internet and TV service provider
3408,libtorrent.org,libtorrent,https://www.libtorrent.org/,{'purpose': 'CDN'}
3409,unitymediagroup.de,Unity Media Group,https://www.unitymediagroup.de/,DNS
3410,ovh.net,OVH,https://www.ovh.com/,DNS
3411,versanet.de,,,
3412,kali.ru,Kali,https://kali.ru/,first-party host
3413,googledomains.com,Google,https://www.google.com/,DNS
3414,dedibox.fr,Online.net,https://www.online.net/,static server
3415,ntlworld.ie,NTL,https://www.virginmedia.ie/,first-party host
3416,a3fiber.se,A3 Fiber,https://a3fiber.se/,{'purpose': 'CDN'}
3417,webtrendslive.com,Webtrends,https://www.webtrends.com/,analytics
3418,c212.net,Cision Ltd.,https://www.cision.com/,marketing
3419,sellpoint.net,Sellpoints,https://www.sellpoints.com/,Marketing
3420,telepacific.net,TelePacific Communications,https://www.telepacific.com/,DNS
3421,tiscali.it,Tiscali,https://www.tiscali.it/,DNS
3422,masmovil.com,MasMovil,https://www.masmovil.com/,"{'purpose': 'first-party host', 'description': 'MasMovil website is a first-party host, which means it hosts its own content and does not rely on third-party services for its website functionality.'}"
3423,quickddns.com,Quick DDNS,https://www.quickddns.com/,DNS
3424,mojang.com,Mojang AB,https://www.mojang.com/,first-party host
3425,mail.com,mail.com,https://www.mail.com/,{'purpose': 'first-party host'}
3426,soho.net.ua,SOHO Network Solutions,https://soho.net.ua/,DNS
3427,northwestel.net,Northwestel,https://www.nwtel.ca/,DNS
3428,thexem.de,TheXEM,https://thexem.de/,DNS
3429,zoneminder.com,ZoneMinder,https://www.zoneminder.com/,static server
3430,galacticmouse.press,Galactic Mouse Press,galacticmouse.press,first-party host
3431,slickvpn.com,SlickVPN,https://www.slickvpn.com/,VPN service provider for secure and private internet access.
3432,xboxservices.com,Microsoft Corporation,https://www.microsoft.com/,first-party host
3433,giphy.com,Giphy,https://giphy.com/,marketing
3434,adtech.de,Adtech,https://www.adtech.de/,marketing
3435,microsoftonline-p.com,Microsoft,https://www.microsoft.com/,DNS
3436,msocdn.com,Microsoft,https://www.microsoft.com/,CDN
3437,msftauth.net,Microsoft Corporation,https://www.microsoft.com/,authentication service
3438,zscaler.com,Zscaler,https://www.zscaler.com/,CDN
3439,playon.tv,PlayOn,https://www.playon.tv/,media streaming and recording software
3440,valve.net,Valve Corporation,https://www.valvesoftware.com/,static server
3441,ovpn.com,"OpenVPN Technologies, Inc.",https://openvpn.net/,VPN service provider
3442,clouddevice.io,CloudDevice,https://clouddevice.io/,CDN
3443,provide.net,Provide.net,https://provide.net/,DNS
3444,ixsystems.com,iXsystems,https://www.ixsystems.com/,static server
3445,webcollage.net,Webcollage,https://www.webcollage.com/,marketing
3446,buienradar.nl,Buienradar,https://www.buienradar.nl/,analytics
3447,musixmatch.com,Musixmatch,https://www.musixmatch.com/,first-party host
3448,swipeforwardgames.com,Swipe Forward Games,https://www.swipeforwardgames.com/,first-party host
3449,syringanetworks.net,Syringa Networks,https://www.syringanetworks.net/,static server
3450,unlv.edu,"University of Nevada, Las Vegas",https://www.unlv.edu/,first-party host
3451,fr24.com,Flightradar24 AB,https://www.flightradar24.com/,analytics
3452,armbian.com,Armbian,https://www.armbian.com/,static server
3453,thinkstockphotos.com,Thinkstock Photos LLC,https://www.thinkstockphotos.com/,marketing
3454,domoticz.com,Domoticz,https://www.domoticz.com/,first-party host
3455,myopenhab.org,openHAB Foundation,https://www.openhabfoundation.org/,first-party host
3456,thingspeak.com,ThingSpeak,https://thingspeak.com/,IoT analytics platform and cloud service provider
3457,homeseer.com,HomeSeer,https://homeseer.com/,first-party host
3458,flightradar24.com,Flightradar24,https://www.flightradar24.com/,tracking
3459,webmin.com,Webmin,https://www.webmin.com,first-party host
3460,rayjump.com,Rayjump,https://rayjump.com/,marketing
3461,myq-cloud.com,Chamberlain,https://www.chamberlain.com/,CDN
3462,nextcloud.com,Nextcloud,https://nextcloud.com/,static server
3463,ip-37-187-109.eu,,,
3464,inria.fr,INRIA,https://www.inria.fr/,static server
3465,linksyssmartwifi.com,Linksys,https://www.linksys.com/,first-party host
3466,fibaro.com,Fibaro,https://www.fibaro.com/,static server
3467,infonet.ee,Infonet,https://www.infonet.ee/,DNS
3468,ovh.ca,OVH,https://www.ovh.com/,"{'purpose': 'DNS', 'description': 'OVH is a provider of domain name registration and DNS services.'}"
3469,mystrom.ch,mystrom,https://www.mystrom.ch/,"{'purpose': 'first-party host', 'explanation': 'mystrom.ch seems to be the official website of the company, therefore it is considered a first-party host. It is not used for tracking, marketing, advertising, analytics, CDN or static server purposes.'}"
3470,petcube.com,Petcube,https://petcube.com/,marketing
3471,pacloudflare.com,Cloudflare Inc.,https://www.cloudflare.com,CDN
3472,brightcloud.com,BrightCloud,https://www.brightcloud.com,DNS
3473,dns-cloud.net,DNS Cloud,https://dns-cloud.net/,DNS
3474,colorado.edu,University of Colorado Boulder,https://www.colorado.edu/,first-party host
3475,shatel.ir,Shatel,https://www.shatel.ir/,DNS
3476,simobil.net,Simobil,https://www.simobil.net/,DNS
3477,f3322.net,Unknown,,DNS
3478,mynuheat.com,Nuheat,https://www.nuheat.com/,marketing
3479,sytes.net,Sytes,https://www.sytes.net/,static server
3480,ipify.org,ipify,https://www.ipify.org/,DNS
3481,ddnss.de,DDNSS,https://www.ddnss.de/,DNS
3482,sensemecloud.com,SenseMe,https://sensemecloud.com/,CDN
3483,servehttp.com,CDN77,https://www.cdn77.com/,CDN
3484,simharif.com,Simharif,https://www.simharif.com/,It is not possible to determine the purpose of the provided URL without further information.
3485,atom-data.io,Atom Data,https://atom-data.io/,"It is not possible to determine the purpose of the provided URL as it appears to be a company website and not a specific tracking, marketing, advertising, analytics, CDN, static server, DNS, or first-party host service."
3486,akasripcn.net,,,
3487,marriott.com,Marriott International,https://www.marriott.com/,first-party host
3488,fbwat.ch,Facebook,https://www.facebook.com/,tracking
3489,amazon.com.au,Amazon,https://www.amazon.com,CDN
3490,verizonwireless.com,Verizon Wireless,https://www.verizonwireless.com/,first-party host
