,remote_hostname,company,company_website,result
1600,marketwatch.com,Dow Jones & Company,https://www.dowjones.com/,financial news and analysis
1601,flexibits.com,Flexibits,https://flexibits.com/,first-party host
1602,1password.ca,1Password,https://1password.com/,first-party host
1603,hover.com,Hover,https://www.hover.com/,DNS
1604,backblazeb2.com,Backblaze B2,https://www.backblaze.com/,CDN
1605,networking.apple,Apple,https://www.apple.com/,DNS
1606,page.link,Firebase,https://firebase.google.com/,URL shortening and deep linking platform for mobile apps
1607,waipu.tv,waipu.tv,https://www.waipu.tv/,streaming service (content delivery)
1608,bitmovin.com,Bitmovin,https://bitmovin.com/,CDN
1609,wpstr.tv,WP Engine,https://wpengine.com/,static server
1610,split.io,Split,https://www.split.io/,feature flagging and experimentation platform
1611,sfr.net,SFR,https://www.sfr.fr/,DNS
1612,dal.ca,Dalhousie University,https://www.dal.ca/,{'purpose': 'first-party host'}
1613,dotsrc.org,DotSrc GmbH,https://dotsrc.de/,CDN
1614,wearetriple.com,We Are Triple,https://wearetriple.com/,marketing
1615,nluug.nl,NLUUG,https://www.nluug.nl/,first-party host
1616,subscene.com,Subscene,https://subscene.com/,static server
1617,byteoversea.com,Byte Oversea,https://byteoversea.com/,marketing
1618,gotinder.com,Tinder,https://tinder.com/,marketing
1619,kxcdn.com,KeyCDN,https://www.keycdn.com/,CDN
1620,hpeprint.com,HP Inc.,https://www.hp.com/,first-party host
1621,dognzb.cr,DogNZB,https://dognzb.cr/,first-party host
1622,here.com,HERE Technologies,https://www.here.com/,static server
1623,breezein.net,,,
1624,bahnhof.se,Bahnhof,https://www.bahnhof.se/,DNS
1625,dbankcdn.com,CDN,https://en.wikipedia.org/wiki/Content_delivery_network,"The provided URL belongs to a CDN (Content Delivery Network) which is a service that helps to distribute content across multiple servers and geographically dispersed locations, with the aim of providing faster access to content and improving website performance."
1626,adikteev.com,Adikteev,https://www.adikteev.com/,advertising
1627,cam.ac.uk,University of Cambridge,https://www.cam.ac.uk/,first-party host
1628,google.co.nz,DNS,https://www.google.com/intl/en/about/,The provided URL belongs to DNS (Domain Name System) which translates human-readable domain names (like google.co.nz) to IP addresses that machines can understand.
1629,spiderspace.co.uk,SpiderSpace,https://www.spiderspace.co.uk/,marketing
1630,chickenkiller.com,Unknown,,It is not possible to determine the purpose of the provided URL as it does not belong to any known company and does not provide any indication of its purpose.
1631,pushwoosh.com,Pushwoosh,https://www.pushwoosh.com/,marketing
1632,netatmo.com,Netatmo,https://www.netatmo.com/,{'purpose': 'analytics'}
1633,bingapis.com,Microsoft,https://www.microsoft.com/,API provider for Bing Web Search and Bing Autosuggest services.
1634,clearleap.com,Clearleap,https://www.clearleap.com/,static server
1635,hbonordic.com,HBO Nordic,https://www.hbonordic.com/,marketing
1636,dell.com,Dell,https://www.dell.com/,first-party host
1637,wsglb0.com,AWS Global Accelerator,https://aws.amazon.com/global-accelerator/,CDN
1638,zhihu.com,Zhihu,zhihu.com,Q&A website and social media platform
1639,qpic.cn,Tencent,https://www.tencent.com/,CDN
1640,qlogo.cn,Tencent,https://www.tencent.com,static server
1641,shifen.com,Shifen,https://www.shifen.com/,DNS
1642,jomodns.com,Jomohost LLC,https://jomohost.com/,DNS
1643,cdntip.com,CDNTIP,https://cdntip.com/,"CDNTIP is a website that offers tools for testing and optimizing content delivery networks (CDNs). They provide information on how to choose the right CDN for your website, and also offer a range of tools for testing the performance of CDNs. Therefore, the purpose of the provided URL is CDN."
1644,blizzard.com,Blizzard Entertainment,https://www.blizzard.com,CDN
1645,logitech.io,,,
1646,battle.net,Blizzard Entertainment,https://www.blizzard.com/en-us/,first-party host
1647,logi.com,Logitech,https://www.logitech.com/,first-party host
1648,wustl.edu,Washington University in St. Louis,https://wustl.edu/,first-party host
1649,stanford.edu,Stanford University,https://www.stanford.edu/,first-party host
1650,uwaterloo.ca,University of Waterloo,https://uwaterloo.ca/,first-party host
1651,rit.edu,Rochester Institute of Technology,https://www.rit.edu/,first-party host
1652,globalsign.com,GlobalSign,https://www.globalsign.com/,DNS
1653,metu.edu.tr,Middle East Technical University,http://www.metu.edu.tr/,{'purpose': 'First-party host'}
1654,uni-bonn.de,University of Bonn,https://www.uni-bonn.de/en,first-party host
1655,usertrust.com,UserTrust,https://usertrust.com/,marketing
1656,comodoca.com,Comodo CA,https://www.comodoca.com/,CDN
1657,dfn.de,DFN Verein,https://www.dfn.de/,DNS
1658,mathjax.org,MathJax,https://www.mathjax.org/,CDN
1659,appcloudbox.net,AppCloudBox,https://www.appcloudbox.net/,CDN
1660,twilio.com,Twilio,https://www.twilio.com/,marketing
1661,feralhosting.com,Feral Hosting,https://www.feralhosting.com/,static server
1662,telegram.org,Telegram Messenger LLP,https://telegram.org,first-party host
1663,hvvc.us,Unknown,,Unable to determine the purpose of the URL
1664,ui.com,UI,https://www.ui.com/,It is not possible to determine the purpose of the URL without additional information.
1665,1337x.to,unknown,,"It is a website for torrenting, which means sharing files over a peer-to-peer network. It does not fit into any of the given options of tracking, marketing, advertising, analytics, CDN, static server, DNS, or first-party host."
1666,resilio.com,Resilio Inc.,https://www.resilio.com/,CDN
1667,digitaloceanspaces.com,DigitalOcean,https://www.digitalocean.com/,CDN
1668,themoviedb.org,The Movie Database,https://www.themoviedb.org/,first-party host
1669,npmjs.org,"npm, Inc.",https://www.npmjs.com/,first-party host
1670,aeonlucid.com,Aeon Lucid,https://aeonlucid.com/,It is not possible to determine the purpose of the provided URL without additional information.
1671,cinemaz.to,Unknown,,The purpose of the provided URL is unclear and cannot be determined.
1672,wsj.net,The Wall Street Journal,https://www.wsj.com/,static server
1673,plesk.page,Plesk,https://www.plesk.com/,DNS
1674,giraffic.com,Giraffic,https://www.giraffic.com/,CDN
1675,yandex.com,Yandex,https://yandex.com/,DNS
1676,aliexpress.com,AliExpress,https://www.aliexpress.com/,e-commerce marketplace
1677,ssacdn.com,SSA CDN,https://www.ssacdn.com/,CDN
1678,mail.ru,Mail.ru,https://mail.ru/,first-party host
1679,adsniper.ru,AdSniper,https://adsniper.ru/,advertising
1680,tbcache.com,CDN,https://www.tbcache.com/,The provided URL is a CDN (Content Delivery Network).
1681,vk.com,VKontakte,https://vk.com/,DNS
1682,yastatic.net,Yandex,https://yandex.com/,CDN
1683,i3d.net,i3d.net,https://www.i3d.net/,CDN
1684,m1-msedge.net,Microsoft Corporation,https://www.microsoft.com/,CDN
1685,weatherbug.net,WeatherBug,https://www.weatherbug.com/,advertising
