,remote_hostname,company,company_website,result
2800,adj.st,Adjust,https://www.adjust.com/,tracking
2801,liftoff.io,Liftoff,https://liftoff.io/,marketing
2802,immobilienscout24.de,ImmobilienScout24,https://www.immobilienscout24.de/,first-party host
2803,ntt.net,NTT Communications,https://www.ntt.com/en/,CDN
2804,gravityrd-services.com,Gravity Road,gravityroad.com,CDN
2805,upm.es,Universidad Politécnica de Madrid,https://www.upm.es/,first-party host
2806,worldation.com,Worldation,https://www.worldation.com/,marketing
2807,nike.com,Nike,https://www.nike.com/,e-commerce
2808,6sc.co,6Sense,https://6sense.com/,marketing
2809,bloomberg.com,Bloomberg L.P.,https://www.bloomberg.com/,news and financial information
2810,us.to,to,https://to/,DNS
2811,cloudflareclient.com,Cloudflare,https://www.cloudflare.com/,CDN
2812,zaonce.net,Frontier Developments plc,https://www.frontier.co.uk/,first-party host
2813,mitene.us,Mitene Inc.,https://mitene.us/,first-party host
2814,intentiq.com,Intentiq,https://intentiq.com/,tracking
2815,abc7news.com,ABC,abc.com,first-party host
2816,amazon.dev,"Amazon.com, Inc.",https://www.amazon.com/,first-party host
2817,spotifycdn.com,Spotify,https://www.spotify.com/,CDN
2818,newsy.com,,,
2819,aws.dev,Amazon,https://aws.amazon.com/,static server
2820,ubembed.com,UbEmbed,https://ubembed.com/,CDN
2821,privacy-mgmt.com,OneTrust,https://www.onetrust.com/,privacy management
2822,infojobs.com,InfoJobs,https://www.infojobs.net/,job search platform
2823,divx.com,DivX LLC,https://www.divx.com/,marketing
2824,vonage.net,Vonage,https://www.vonage.com/,first-party host
2825,sharethru.com,Sharethrough,https://www.sharethrough.com/,advertising
2826,acexedge.com,Acexedge,acexedge.com,CDN
2827,kazfv.com,,,
2828,ecorebates.com,Ecorebates,https://ecorebates.com/,marketing
2829,science-a2z.com,Science A2Z,science-a2z.com,static server
2830,jampp.com,Jampp,https://jampp.com/,marketing
2831,dailymirror.lk,Wijeya Newspapers Ltd,http://www.wijeyanewspapers.lk/,static server
2832,unity-media.net,Unity Media,https://www.unitymedia.de/,first-party host
2833,awsapps.com,Amazon,https://aws.amazon.com/,CDN
2834,joyn.de,Joyn GmbH,https://www.joyn.de/,first-party host
2835,netvision.net.il,NetVision,https://www.netvision.net.il/,DNS
2836,162.in-addr.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
2837,149.in-addr.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
2838,steamcontent.com,Valve Corporation,https://www.valvesoftware.com/,CDN
2839,acrobat.com,Adobe,https://www.adobe.com/,static server
2840,ad-delivery.net,Unknown,,advertising
2841,emogi.com,Emogi,https://www.emogi.com/,marketing
2842,si.com,Sports Illustrated,www.si.com,marketing
2843,adtechus.com,Adtechus,adtechus.com,advertising
2844,meetu.ps,Meetup,https://www.meetup.com/,first-party host
2845,echostarcdn.com,,,
2846,sailinglabapps.com,Sailing Lab Apps,sailinglabapps.com,first-party host
2847,nielsendigital.net,,,
2848,pointmediatracker.com,Point Marketing Services,https://pointmediatracker.com/,tracking
2849,lifesizecloud.com,Lifesize,https://www.lifesize.com/,video conferencing platform
2850,dotomi.com,Dotomi,https://www.dotomi.com/,advertising
2851,ieee.org,IEEE,https://www.ieee.org/,first-party host
2852,tinyco.com,TinyCo,https://tinyco.com/,marketing
2853,tryinvision.com,"InVisionApp, Inc.",https://www.invisionapp.com/,marketing
2854,whio.com,Cox Media Group,https://www.coxmediagroup.com/,first-party host
2855,activemetering.com,Active Metering,https://www.activemetering.com/,analytics
2856,cardgamespidersolitaire.com,Unknown,,first-party host
2857,nbcuni.com,NBC Universal,https://www.nbcuniversal.com/,first-party host
2858,xcal.tv,XCast Labs,https://xcastlabs.com/,CDN
2859,peacocktv.com,Peacock,https://www.peacocktv.com/,first-party host
2860,auspost.com.au,Australia Post,https://auspost.com.au/,first-party host
2861,celtra-test.com,Celtra Inc.,https://www.celtra.com/,marketing
2862,airtv.net,,,
2863,ardmediathek.de,ARD,www.ard.de,media streaming
2864,lci.fr,TF1 Group,https://www.groupe-tf1.fr/,news website
2865,minecraft.net,Mojang Studios,https://www.mojang.com/,first-party host
2866,zdassets.com,Zendesk,https://www.zendesk.com/,CDN
2867,cubecraft.net,CubeCraft Games,https://www.cubecraft.net/,gaming
2868,hivebedrock.network,Hive Bedrock,https://hivebedrock.network,CDN
2869,lbsg.net,Lifeboat Network,https://lbsg.net/,first-party host
2870,inpvp.net,INPVP,https://inpvp.net/,gaming server
2871,mineplex.com,Mineplex,https://mineplex.com/,gaming
2872,klarnaservices.com,Klarna,https://www.klarna.com/,CDN
2873,jamloop.com,Jamloop,https://jamloop.com/,marketing
2874,uktvapi.co.uk,,,
