,remote_hostname,company,company_website,result
2200,spd-mgts.ru,SPD MGTS,https://spd-mgts.ru/,DNS
2201,serverprofi24.com,ServerProfi24,https://www.serverprofi24.com/,static server
2202,xkcd.com,XKCD,https://xkcd.com/,comic and blog website
2203,perfectmarket.com,Perfect Market,https://www.perfectmarket.com/,marketing
2204,opecloud.com,OpeCloud,https://www.opecloud.com/,static server
2205,pppoe.ca,DNS,https://pppoe.ca/,This domain is used as a DNS service provider.
2206,amazon.com.mx,Amazon,https://www.amazon.com.mx/,e-commerce
2207,usgs.gov,USGS,https://www.usgs.gov/,static server
2208,amazon.com.br,Amazon,https://www.amazon.com/,"{'purpose': 'e-commerce', 'description': 'Amazon.com.br is an online retail store, offering books, electronics, clothing, home appliances and many other products.'}"
2209,mopidy.com,Mopidy,https://mopidy.com/,"{'purpose': 'Music-Streaming Server', 'description': 'Mopidy is a music streaming server written in Python. It plays music from local disk, Spotify, SoundCloud, Google Play Music, and more. You edit the playlist from any phone, tablet, or computer using a variety of MPD and web clients.', 'category': 'Media'}"
2210,squarespace.com,Squarespace,https://www.squarespace.com,{'purpose': 'static server'}
2211,me.me,me.me,https://me.me/,memes and entertainment
2212,herokudns.com,Heroku,https://www.heroku.com/,DNS
2213,akadns6.net,Akamai Technologies,https://www.akamai.com/,DNS
2214,elliemae.io,"Ellie Mae, Inc.",https://www.elliemae.com/,marketing
2215,alarm.com,alarm.com,https://www.alarm.com/,marketing
2216,devicetask.com,Device Task,https://devicetask.com/,static server
2217,mega.nz,Mega Limited,https://mega.nz/,file storage and sharing
2218,openload.co,CDN,https://openload.co/,"Openload is a content delivery network (CDN) that provides a platform for users to upload and share videos, music, and other files. It serves as a storage and distribution platform for various types of media content."
2219,titlovi.com,Titlovi.com,https://www.titlovi.com/,static server
2220,xiti.com,AT Internet,https://www.atinternet.com/,analytics
2221,cellular.de,Cellular GmbH,https://www.cellular.de/,first-party host
2222,shawcable.net,Shaw Communications Inc.,https://www.shaw.ca/,DNS
2223,alphacdn.net,AlphaCDN,https://www.alphacdn.net/,CDN
2224,hik-connect.com,Hikvision,https://www.hikvision.com/,DNS
2225,ezvizlife.com,EZVIZ,https://www.ezvizlife.com/,marketing
2226,zdbb.net,Unknown,,The purpose of the provided URL could not be determined.
2227,dc-1.net,CDN,https://www.maxcdn.com/,The provided URL (dc-1.net) belongs to a content delivery network (CDN) called MaxCDN (now known as StackPath). A CDN is a geographically distributed group of servers that work together to provide fast delivery of Internet content. The purpose of this CDN is to improve website speed and reduce the load on the website's origin server.
2228,inner-active.mobi,Inneractive,https://inner-active.com/,advertising
2229,swiftkey.com,SwiftKey,https://swiftkey.com/,first-party host
2230,adnxs.net,AppNexus,https://www.appnexus.com/,advertising
2231,fastlylb.net,Fastly,https://www.fastly.com,CDN
2232,spiegel.de,Spiegel Online GmbH,https://www.spiegelgruppe.de/,"{'purpose': 'news and media', 'category': 'first-party host'}"
2233,cdn77.com,CDN77,https://www.cdn77.com/,CDN
2234,discord.media,Discord,https://discord.com/,CDN
2235,discord.com,Discord,https://discord.com/,marketing
2236,reson8.com,Reson8,https://www.reson8.com/,marketing
2237,leadpages.io,Leadpages,https://www.leadpages.net/,marketing
2238,lpages.co,Landing Pages,https://www.lpages.co/,marketing
2239,vilynx.com,Vilynx,https://www.vilynx.com/,marketing
2240,makeuseof.com,MakeUseOf,https://www.makeuseof.com/,first-party host
2241,xbox.com,Microsoft Corporation,https://www.microsoft.com/,first-party host
2242,hwcdn.net,"Highwinds Network Group, Inc.",https://www.stackpath.com/,CDN
2243,eeroup.com,CDN,https://www.eeroup.com/,The provided URL seems to be a CDN (Content Delivery Network) used for delivering content efficiently and quickly to users around the world.
2244,e2ro.com,e2ro,https://e2ro.com/,It is not possible to determine the purpose of the URL without further information.
2245,bwbx.io,Bloomberg L.P.,https://www.bloomberg.com/,CDN
2246,raiplay.it,RAI,https://www.rai.it/,"{'purpose': 'first-party host', 'description': 'It is the official website of RAI, the Italian national public broadcasting company. It serves as a first-party host for their content and services.'}"
2247,roksit.net,Roksit,https://roksit.net/,CDN
2248,edigitalsurvey.com,Edigital Survey,edigitalsurvey.com,marketing
2249,nibeuplink.com,NIBE,https://www.nibe.eu/en-gb/,first-party host
2250,chirpbooks.com,Chirp Books,https://www.chirpbooks.com/,CDN
2251,control4.com,Control4,https://www.control4.com,static server
2252,m2.ai,m2.ai,https://m2.ai/,There is no provided URL to analyze.
2253,gettyimages.com,Getty Images,https://www.gettyimages.com/,marketing
2254,arstechnica.net,Ars Technica,https://arstechnica.com/,technology news and analysis
2255,iesnare.com,Iovation,https://www.iovation.com/,tracking
2256,videoplayerhub.com,Unknown,,Cannot determine the purpose of the provided URL
2257,netnod.se,Netnod,https://www.netnod.se/,DNS
2258,polycom.com,Poly,https://www.poly.com/,marketing
2259,flashdance.cx,Unknown,,The provided URL does not seem to belong to a well-known company or service in the web industry
2260,fibianet.dk,Fibianet,https://fibianet.dk/,DNS
2261,dscloud.biz,DS Cloud,https://dscloud.biz/,It is not possible to determine the purpose of the provided URL without additional information.
2262,logmeininc.com,LogMeIn Inc.,https://www.logmeininc.com/,static server
2263,wia.cz,WIA,https://www.wia.cz/,first-party host
2264,directwebhost.org,Direct Webhost,https://directwebhost.org/,static server
