,remote_hostname,company,company_website,result
1600,marketwatch.com,Dow Jones & Company,https://www.dowjones.com/,news publisher
1601,flexibits.com,Flexibits,https://flexibits.com/,first-party host
1602,1password.ca,1Password,https://1password.com/,first-party host
1603,hover.com,Hover,https://www.hover.com/,DNS
1604,backblazeb2.com,Backblaze,https://www.backblaze.com/,CDN
1605,networking.apple,Apple Inc.,https://www.apple.com/,first-party host
1606,page.link,Google,https://www.google.com/,marketing
1607,waipu.tv,,,
1608,bitmovin.com,Bitmovin,https://bitmovin.com/,CDN
1609,wpstr.tv,WPSTR Media,https://wpstr.tv/,static server
1610,split.io,Split Software,https://www.split.io/,CDN
1611,sfr.net,SFR,https://www.sfr.fr/,first-party host
1612,dal.ca,Dalhousie University,https://www.dal.ca/,first-party host
1613,dotsrc.org,DotSrc,https://dotsrc.org/,static server
1614,wearetriple.com,Triple,https://wearetriple.com/,marketing
1615,nluug.nl,NLUUG,https://www.nluug.nl/,static server
1616,subscene.com,Subscene,https://subscene.com/,static server
1617,byteoversea.com,ByteDance,https://www.bytedance.com/,marketing
1618,gotinder.com,Match Group,https://www.matchgroup.com/,dating app
1619,kxcdn.com,KeyCDN,https://www.keycdn.com/,CDN
1620,hpeprint.com,HP Inc.,https://www.hp.com/,first-party host
1621,dognzb.cr,,,DNS
1622,here.com,HERE Technologies,https://www.here.com/,CDN
1623,breezein.net,Breeze-In,https://www.breezein.com/,static server
1624,bahnhof.se,Bahnhof,https://www.bahnhof.se/,static server
1625,dbankcdn.com,DBank Online,https://www.dbankonline.com/,CDN
1626,adikteev.com,Adikteev,https://www.adikteev.com/,marketing
1627,cam.ac.uk,University of Cambridge,https://www.cam.ac.uk/,first-party host
1628,google.co.nz,Google,https://www.google.com/,first-party host
1629,spiderspace.co.uk,SpiderSpace,https://www.spiderspace.co.uk/,static server
1630,chickenkiller.com,Unknown,,marketing
1631,pushwoosh.com,Pushwoosh,https://www.pushwoosh.com/,marketing
1632,netatmo.com,Netatmo,https://www.netatmo.com,first-party host
1633,bingapis.com,Microsoft Corporation,https://www.microsoft.com/,CDN
1634,clearleap.com,IBM,https://www.ibm.com/,CDN
1635,hbonordic.com,HBO Nordic,https://hbomax.com/,first-party host
1636,dell.com,Dell Technologies Inc.,www.delltechnologies.com,first-party host
1637,wsglb0.com,Unknown,,DNS
1638,zhihu.com,Zhihu,https://www.zhihu.com/,first-party host
1639,qpic.cn,Tencent,https://www.tencent.com/en-us/,CDN
1640,qlogo.cn,Tencent,https://www.tencent.com/en-us,CDN
1641,shifen.com,Shifen,,marketing
1642,jomodns.com,Jomohost LLC,https://jomohost.com/,DNS
1643,cdntip.com,CDNTip,https://cdntip.com/,CDN
1644,blizzard.com,,,
1645,logitech.io,Logitech,https://www.logitech.com,first-party host
1646,battle.net,Blizzard Entertainment,https://www.blizzard.com,first-party host
1647,logi.com,Logitech,https://www.logitech.com/,first-party host
1648,wustl.edu,Washington University in St. Louis,https://www.wustl.edu/,first-party host
1649,stanford.edu,Stanford University,https://www.stanford.edu/,first-party host
1650,uwaterloo.ca,,,
1651,rit.edu,Rochester Institute of Technology,https://www.rit.edu/,first-party host
1652,globalsign.com,GlobalSign,https://www.globalsign.com/,first-party host
1653,metu.edu.tr,Middle East Technical University,http://www.metu.edu.tr/,first-party host
1654,uni-bonn.de,University of Bonn,https://www.uni-bonn.de,first-party host
1655,usertrust.com,Comodo CA,https://www.comodoca.com/,tracking
1656,comodoca.com,Comodo CA,https://www.comodo.com/,first-party host
1657,dfn.de,DFN-Verein,https://www.dfn.de/,first-party host
1658,mathjax.org,,,
1659,appcloudbox.net,Appcloudbox,https://www.appcloudbox.net/,CDN
1660,twilio.com,Twilio,https://www.twilio.com/,marketing
1661,feralhosting.com,Feral Hosting,https://www.feralhosting.com/,static server
1662,telegram.org,Telegram,https://telegram.org/,first-party host
1663,hvvc.us,Unknown,,DNS
1664,ui.com,Ubiquiti Networks,https://www.ui.com/,first-party host
1665,1337x.to,1337x,https://1337x.to/,first-party host
1666,resilio.com,Resilio Inc.,https://www.resilio.com/,CDN
1667,digitaloceanspaces.com,DigitalOcean,https://www.digitalocean.com/,CDN
1668,themoviedb.org,themoviedb,https://www.themoviedb.org,analytics
1669,npmjs.org,"Npm, Inc.",https://www.npmjs.com/,first-party host
1670,aeonlucid.com,Aeon Lucid,https://aeonlucid.com/,static server
1671,cinemaz.to,Unknown,,streaming
1672,wsj.net,The Wall Street Journal,https://www.wsj.com/,CDN
1673,plesk.page,Plesk,https://www.plesk.com/,first-party host
1674,giraffic.com,Giraffic,https://www.giraffic.com/,CDN
1675,yandex.com,Yandex,https://yandex.com/,search engine
